row,col,spatial_block,proxy_class,role
154,20,20,3,development
206,267,33,3,test
530,317,74,5,test
635,386,95,4,buffer
362,471,57,5,development
615,85,91,2,development
67,335,15,2,buffer
155,487,27,1,development
602,190,82,3,buffer
238,449,36,5,development
468,504,67,4,development
654,240,93,1,test
304,265,43,3,test
142,283,24,5,test
313,494,47,3,development
614,153,92,2,buffer
408,435,66,5,development
171,420,26,5,development
490,514,77,4,development
587,283,84,1,test
214,361,35,4,buffer
489,220,73,4,test
605,156,92,2,buffer
636,6,90,2,development
116,489,17,5,development
616,230,93,6,test
506,450,76,4,development
17,415,6,3,development
155,597,28,4,development
222,608,39,6,development
402,596,68,4,development
101,489,17,5,development
436,334,64,3,test
471,316,74,3,test
94,211,13,6,test
590,121,81,2,development
510,507,77,4,development
604,91,91,2,development
306,597,48,4,development
79,82,11,3,development
93,5,10,2,development
113,324,14,5,test
543,286,84,2,test
425,256,63,3,test
390,271,54,5,test
204,165,32,1,buffer
80,469,17,2,development
378,589,58,4,development
138,178,22,3,buffer
209,88,31,3,development
645,535,97,1,development
365,433,56,4,development
28,501,7,5,development
174,317,24,5,test
523,12,70,1,development
124,444,16,5,development
359,19,50,1,development
116,272,14,2,test
50,519,7,5,development
217,275,34,3,test
213,516,37,6,development
138,606,29,4,development
276,45,40,3,development
580,43,80,2,development
556,119,81,2,development
223,500,37,2,development
509,125,71,1,development
11,328,4,1,test
122,257,13,2,test
90,455,16,5,development
603,338,95,1,buffer
189,241,23,2,test
620,382,95,2,buffer
321,517,47,3,development
434,135,62,1,buffer
562,246,83,4,test
21,347,5,2,buffer
430,405,66,5,development
211,494,37,4,development
564,511,87,5,development
553,79,81,2,development
353,300,54,4,test
442,239,63,3,test
218,602,38,6,development
385,355,55,4,buffer
269,113,41,1,development
554,290,84,4,test
318,585,48,4,development
190,155,22,1,buffer
580,284,84,5,test
106,79,11,3,development
540,212,83,2,test
203,408,36,2,development
481,167,72,1,buffer
287,503,47,4,development
211,586,38,6,development
640,177,92,1,buffer
98,26,10,3,development
158,529,27,6,development
316,535,47,5,development
38,133,1,3,development
0,138,2,3,buffer
212,549,38,6,development
311,555,48,5,development
599,55,80,2,development
383,516,57,4,development
570,107,81,2,development
538,38,80,2,development
128,484,17,5,development
411,342,65,1,buffer
36,450,6,2,development
386,357,55,1,buffer
453,214,63,1,test
115,265,13,2,test
250,170,32,3,buffer
54,236,3,3,test
324,143,42,1,buffer
644,273,94,1,test
126,119,11,2,development
324,237,43,4,test
79,468,16,2,development
79,70,11,1,development
142,357,25,5,buffer
604,58,90,2,development
513,413,76,4,development
309,544,48,5,development
588,278,84,1,test
79,469,17,2,development
446,587,68,4,development
48,340,5,2,buffer
126,238,13,5,test
615,139,92,2,buffer
570,81,81,2,development
579,499,87,1,development
295,544,48,5,development
405,373,65,4,buffer
453,222,63,1,test
507,207,73,5,test
79,344,15,2,buffer
555,462,86,1,development
393,610,59,4,development
149,514,27,6,development
222,426,36,1,development
588,101,81,2,development
221,596,38,6,development
460,250,63,3,test
621,108,91,2,development
334,112,41,3,development
372,37,50,1,development
54,216,3,3,test
500,93,71,2,development
280,482,47,4,development
549,453,86,4,development
124,448,16,5,development
255,452,36,3,development
117,5,10,2,development
278,303,44,4,test
26,193,2,3,buffer
163,53,20,3,development
461,605,69,4,development
169,70,21,3,development
295,8,40,4,development
352,548,58,4,development
539,430,86,4,development
342,208,53,1,test
267,19,30,3,development
533,413,76,4,development
574,103,81,2,development
417,540,68,5,development
520,419,76,4,development
371,446,56,4,development
232,573,38,3,development
631,228,93,1,test
559,557,88,3,development
436,135,62,1,buffer
607,569,98,1,development
268,307,44,4,test
647,3,90,2,development
4,487,7,4,development
607,80,91,2,development
311,3,40,1,development
166,491,27,6,development
553,432,86,3,development
335,44,50,4,development
208,280,34,3,test
430,10,60,1,development
386,527,57,4,development
68,230,13,3,test
581,214,83,5,test
126,475,17,5,development
32,68,1,2,development
521,252,73,5,test
205,72,31,3,development
420,511,67,4,development
388,595,58,4,development
196,239,23,2,test
612,311,94,2,test
91,128,11,1,development
401,504,57,4,development
124,429,16,5,development
495,157,72,1,buffer
547,246,83,4,test
130,394,15,5,buffer
85,192,12,3,buffer
125,21,10,2,development
406,508,67,4,development
86,228,13,3,test
90,319,14,5,test
94,559,18,5,development
333,65,40,2,development
18,191,2,3,buffer
628,115,91,2,development
606,404,96,3,development
365,20,50,1,development
117,511,17,5,development
475,332,74,4,test
236,546,38,4,development
619,105,91,2,development
211,583,38,6,development
321,434,46,5,development
607,128,91,2,development
550,44,80,2,development
515,197,72,5,buffer
139,578,28,4,development
319,444,46,5,development
186,242,23,2,test
565,62,80,2,development
429,133,61,1,development
97,514,17,1,development
371,165,52,1,buffer
120,237,13,2,test
274,614,49,4,development
593,354,85,4,buffer
514,152,72,4,buffer
570,51,80,2,development
563,512,87,5,development
573,98,81,2,development
63,454,6,1,development
604,524,97,1,development
634,4,90,2,development
551,12,80,1,development
493,287,74,4,test
309,381,45,4,buffer
158,530,27,6,development
593,270,84,1,test
196,59,20,3,development
351,585,58,5,development
568,398,85,4,buffer
36,156,2,3,buffer
349,358,55,5,buffer
297,381,45,4,buffer
651,438,96,1,development
96,583,18,4,development
537,355,85,5,buffer
193,399,25,2,buffer
221,604,39,6,development
37,583,8,4,development
215,226,33,1,test
292,28,40,4,development
45,256,3,3,test
305,173,42,1,buffer
416,406,66,4,development
500,452,76,4,development
482,399,75,4,buffer
627,426,96,2,development
311,595,48,4,development
73,211,13,1,test
230,596,38,6,development
636,96,91,2,development
617,147,92,2,buffer
622,111,91,2,development
597,205,83,1,test
377,593,58,4,development
219,83,31,1,development
186,318,24,5,test
576,141,82,2,buffer
232,103,31,3,development
9,558,8,5,development
60,219,3,3,test
359,389,55,5,buffer
550,78,81,2,development
257,188,32,3,buffer
463,122,61,1,development
563,70,81,2,development
259,472,37,4,development
53,182,2,3,buffer
555,66,80,2,development
368,80,51,1,development
528,87,71,2,development
85,9,10,3,development
577,75,81,2,development
421,507,67,4,development
374,113,51,1,development
224,602,38,6,development
71,504,17,5,development
518,472,77,4,development
382,583,58,4,development
10,266,3,3,test
103,558,18,4,development
459,27,60,1,development
554,45,80,2,development
654,46,90,2,development
533,458,76,5,development
108,256,13,2,test
653,349,95,1,buffer
605,108,91,2,development
440,357,65,3,buffer
471,464,76,4,development
615,153,92,2,buffer
244,59,30,1,development
65,161,2,3,buffer
31,397,5,3,buffer
428,303,64,1,test
527,68,71,2,development
296,126,41,4,development
153,542,28,3,development
249,443,36,4,development
511,300,74,5,test
38,393,5,1,buffer
516,251,73,5,test
139,259,23,5,test
437,611,69,4,development
520,591,78,4,development
157,392,25,5,buffer
396,16,50,1,development
274,289,44,1,test
182,180,22,1,buffer
127,121,11,2,development
81,611,19,5,development
32,202,3,3,test
86,480,17,3,development
454,190,62,1,buffer
219,55,30,1,development
290,95,41,3,development
305,296,44,4,test
131,4,10,2,development
29,254,3,1,test
97,207,13,2,test
621,510,97,1,development
22,239,3,1,test
94,344,15,4,buffer
149,305,24,4,test
606,372,95,4,buffer
496,26,70,1,development
148,262,23,5,test
545,59,80,2,development
307,475,47,5,development
452,393,65,4,buffer
231,432,36,4,development
539,206,83,2,test
313,5,40,1,development
321,291,44,4,test
112,476,17,2,development
539,207,83,2,test
395,413,56,4,development
560,112,81,2,development
616,554,98,1,development
221,220,33,3,test
401,415,56,4,development
102,268,14,2,test
365,371,55,5,buffer
356,366,55,5,buffer
35,554,8,5,development
496,20,70,2,development
309,9,40,1,development
551,77,81,2,development
250,145,32,1,buffer
588,91,81,2,development
501,291,74,4,test
132,453,16,5,development
184,158,22,3,buffer
602,118,81,2,development
362,379,55,5,buffer
173,313,24,5,test
419,442,66,5,development
106,20,10,4,development
223,127,31,3,development
20,73,1,3,development
151,69,21,3,development
256,231,33,3,test
65,590,8,5,development
22,153,2,3,buffer
56,160,2,3,buffer
148,515,27,6,development
117,557,18,5,development
55,250,3,3,test
596,90,81,2,development
138,58,20,3,development
124,157,12,3,buffer
219,314,34,3,test
337,33,50,1,development
56,140,2,3,buffer
595,308,84,4,test
606,143,92,2,buffer
11,318,4,4,test
13,557,8,5,development
610,357,95,4,buffer
545,85,81,2,development
281,404,46,4,development
101,519,17,1,development
435,195,62,3,buffer
335,443,56,5,development
181,239,23,2,test
118,23,10,2,development
80,582,18,5,development
284,226,43,4,test
326,187,42,1,buffer
509,431,76,4,development
220,218,33,3,test
208,465,36,1,development
9,76,1,3,development
651,553,98,3,development
471,542,78,5,development
631,133,91,2,development
602,3,80,2,development
542,161,82,4,buffer
571,441,86,4,development
536,84,81,2,development
542,224,83,2,test
319,473,47,4,development
123,266,13,2,test
579,171,82,1,buffer
221,593,38,6,development
224,121,31,1,development
73,198,12,3,buffer
223,592,38,6,development
215,244,33,2,test
415,569,68,4,development
292,21,40,4,development
359,590,58,5,development
245,457,36,2,development
395,92,51,1,development
97,35,10,3,development
316,447,46,5,development
422,66,60,1,development
194,212,23,2,test
590,92,81,2,development
312,346,45,1,buffer
15,11,0,3,development
594,85,81,5,development
602,394,85,4,buffer
645,416,96,3,development
207,419,36,3,development
605,138,92,2,buffer
447,484,67,4,development
510,237,73,5,test
128,571,18,5,development
174,442,26,1,development
146,384,25,5,buffer
472,211,73,1,test
495,134,72,2,buffer
138,362,25,4,buffer
90,252,13,3,test
239,509,37,4,development
479,319,74,1,test
593,320,84,2,test
590,58,80,2,development
275,447,46,4,development
97,344,15,4,buffer
86,451,16,5,development
16,114,1,3,development
148,450,26,5,development
504,129,71,1,development
414,360,65,3,buffer
468,517,67,4,development
154,392,25,5,buffer
19,348,5,2,buffer
344,444,56,5,development
127,607,19,4,development
574,285,84,4,test
37,182,2,3,buffer
71,310,14,5,test
491,600,78,4,development
652,232,93,1,test
17,349,5,2,buffer
208,568,38,6,development
603,153,92,2,buffer
156,439,26,5,development
175,487,27,1,development
189,266,23,3,test
381,308,54,4,test
614,191,92,1,buffer
551,397,85,4,buffer
23,19,0,3,development
23,444,6,3,development
527,442,76,4,development
535,601,78,5,development
419,470,67,5,development
295,270,44,3,test
527,207,73,5,test
155,461,26,5,development
388,433,56,4,development
337,264,53,3,test
454,436,66,4,development
652,21,90,2,development
21,303,4,1,test
60,28,0,3,development
286,483,47,4,development
202,166,32,1,buffer
381,481,57,4,development
214,403,36,2,development
323,411,46,4,development
623,132,91,2,development
421,470,67,5,development
120,18,10,2,development
185,336,25,4,buffer
372,72,51,3,development
66,130,1,3,development
243,113,31,1,development
341,106,51,3,development
452,25,60,3,development
213,418,36,3,development
123,8,10,2,development
587,137,82,2,buffer
620,130,91,2,development
580,497,87,1,development
168,471,27,3,development
500,495,77,4,development
188,247,23,2,test
568,68,81,2,development
70,31,10,3,development
130,347,15,5,buffer
209,329,34,4,test
497,509,77,4,development
252,546,38,1,development
254,196,32,3,buffer
494,423,76,5,development
560,13,80,3,development
603,130,91,5,development
418,104,61,1,development
425,320,64,1,test
188,232,23,5,test
236,24,30,1,development
470,210,73,4,test
64,336,5,2,buffer
158,104,21,3,development
1,298,4,3,test
387,35,50,1,development
595,96,81,2,development
8,345,5,3,buffer
557,599,88,5,development
641,555,98,3,development
255,396,35,2,buffer
582,1,80,2,development
480,455,76,4,development
218,171,32,1,buffer
470,562,78,5,development
400,73,51,1,development
617,371,95,4,buffer
618,116,91,2,development
472,479,77,4,development
89,486,17,4,development
284,149,42,1,buffer
415,409,66,4,development
469,518,77,4,development
93,554,18,5,development
312,156,42,1,buffer
44,556,8,5,development
533,326,74,5,test
171,43,20,3,development
123,5,10,2,development
285,415,46,4,development
503,112,71,1,development
352,210,53,1,test
553,232,83,5,test
522,253,73,5,test
218,582,38,6,development
521,317,74,5,test
268,188,42,4,buffer
275,282,44,1,test
408,276,64,3,test
542,260,83,4,test
339,4,50,1,development
184,351,25,5,buffer
235,593,38,6,development
497,88,71,2,development
167,499,27,6,development
130,570,18,5,development
419,571,68,4,development
40,423,6,3,development
510,86,71,2,development
522,281,74,5,test
237,371,35,1,buffer
94,404,16,2,development
580,48,80,2,development
185,387,25,2,buffer
557,80,81,2,development
285,32,40,3,development
75,480,17,5,development
178,89,21,3,development
244,292,34,1,test
522,310,74,4,test
229,197,32,3,buffer
143,11,20,3,development
72,173,12,3,buffer
13,519,7,5,development
432,195,62,3,buffer
525,510,77,4,development
34,482,7,3,development
222,446,36,2,development
451,303,64,4,test
337,586,58,4,development
102,202,13,6,test
356,370,55,5,buffer
50,8,0,3,development
517,383,75,5,buffer
231,70,31,1,development
153,13,20,3,development
54,193,2,3,buffer
548,134,82,2,buffer
250,174,32,3,buffer
151,373,25,5,buffer
108,422,16,5,development
617,525,97,1,development
496,44,70,3,development
108,479,17,4,development
